Targa,Nome,Cognome,Age,Marca,NumCilindri,Cv,Prezzo,Data_Immatricolazione,Data_Acquisto,Data_Assicurazione
DB161CB,"Amsicora","Catalano",73,Plymouth,four,68,"6229",1988/12/16,1995/02/04,2013/08/01
BR458TR,"Amsicora","Catalano",73,Mitsubishi,four,88,"8499",2004/04/22,2011/10/01,2012/08/17
EZ021EJ,"Nullo","Calabrese",23,Porsche,six,207,"32528",1993/01/12,2014/03/21,2016/03/28
EO826AP,"Nullo","Calabrese",23,Chevrolet,four,70,"6295",2004/05/15,2005/05/23,2012/08/25
BX183BF,"Grazietta","Battaglia",65,Isuzu,four,70,"16500",1997/07/09,2008/01/30,2008/02/10
AF620NU,"Grazietta","Battaglia",65,Volkswagen,four,85,"8495",1992/03/14,1998/08/17,2007/07/21
AF324AH,"Galvano","Mariani",39,Saab,four,160,"18620",1990/12/08,2007/07/26,2015/09/03
ED004BZ,"Galvano","Mariani",39,Toyota,four,62,"6338",2011/11/11,2012/04/28,2012/06/22
DJ267WY,"Fera","Ferro",40,Mazda,four,72,"18344",1996/12/16,2005/09/04,2015/07/06
DV668SR,"Fera","Ferro",40,Nissan,six,152,"14399",1997/07/30,2011/05/07,2015/01/10
AG821SD,"Matteo","Morelli",43,Mazda,four,68,"5195",1991/08/18,2003/09/24,2011/06/08
BJ448IL,"Matteo","Morelli",43,Honda,four,58,"6479",2004/06/16,2010/10/05,2011/12/30
AK003KQ,"Odissea","Ferro",60,Saab,four,110,"11850",2003/04/05,2011/04/24,2012/11/16
CA010BF,"Odissea","Ferro",60,Subaru,four,82,"7463",2010/10/13,2014/10/29,2015/04/04
ET073VD,"Ridanio","Ricciardi",66,Volvo,four,114,"16515",2013/07/19,2013/10/28,2015/09/28
CV835BI,"Ridanio","Ricciardi",66,Peugot,four,95,"17950",2008/10/27,2010/07/20,2013/05/14
AI431YW,"Floreana","Palmieri",45,Toyota,four,70,"8058",1998/11/23,1999/08/15,2013/01/24
AS631TU,"Floreana","Palmieri",45,Honda,four,101,"12945",2002/12/11,2014/04/28,2014/10/04
CT312LW,"Ifigenia","Sala",19,Peugot,four,95,"17950",1992/09/16,2012/02/24,2012/08/10
AE146MX,"Ifigenia","Sala",19,Peugot,four,97,"12440",1997/03/22,2011/10/11,2011/12/17
CM876SW,"Raffaellino","Riva",25,Renault,four,68,"9895",2012/03/12,2012/06/26,2014/02/15
DF378PW,"Raffaellino","Riva",25,Mercedes-benz,eight,184,"45400",1993/05/21,2009/09/23,2015/11/14
CF734MK,"Gualtiera","Greco",61,Toyota,four,62,"6338",1996/06/07,2003/06/28,2004/10/26
AH574DX,"Gualtiera","Greco",61,Mazda,four,84,"10595",2007/05/05,2008/11/09,2015/07/03
EB871AQ,"Napolina","Fiore",52,Mazda,four,68,"6695",1994/09/16,2006/09/22,2015/08/20
CB554KP,"Napolina","Fiore",52,Nissan,four,97,"9549",1997/08/30,1997/09/19,2015/11/01
DY311MF,"Rosamaria","Romeo",24,Porsche,six,207,"37028",1989/12/18,1996/04/11,1997/02/03
CC232CA,"Rosamaria","Romeo",24,Subaru,four,73,"7053",2002/06/11,2008/09/13,2016/03/07
BH254LG,"Gemmina","Grassi",50,Subaru,four,69,"5118",1992/09/27,1993/09/03,2005/09/06
AK687CB,"Gemmina","Grassi",50,Volkswagen,four,85,"8195",2011/03/26,2012/09/18,2015/12/05
AP456TI,"Patrizia","Farina",31,Volkswagen,four,68,"13845",2006/11/12,2014/01/21,2014/12/07
CK725TW,"Patrizia","Farina",31,Audi,five,110,"15250",2001/07/19,2007/06/29,2010/04/04
CR767UE,"Fernice","Neri",47,Plymouth,four,145,"12764",2008/04/28,2015/10/05,2015/11/19
DP558NZ,"Fernice","Neri",47,Subaru,four,82,"7126",2003/11/05,2004/04/17,2008/06/14
DJ728EF,"Creonte","Brambilla",30,Subaru,four,73,"7603",2002/03/20,2011/01/21,2015/06/19
EJ582HN,"Creonte","Brambilla",30,Mitsubishi,four,116,"9279",2012/11/24,2014/06/04,2015/07/07
BH344LM,"Mirto","Ceccarelli",19,Nissan,four,69,"6849",1997/12/26,2007/12/11,2014/06/22
EM172DW,"Mirto","Ceccarelli",19,Toyota,four,70,"7198",2009/10/31,2009/11/12,2010/06/30
DL761GZ,"Guerrazzo","De Simone",72,Saab,four,160,"18620",1999/10/22,2011/03/30,2014/10/13
DK542JM,"Guerrazzo","De Simone",72,Mazda,four,68,"6695",2000/03/20,2009/06/30,2014/11/10
DQ537BH,"Gelsa","Caputo",67,Chevrolet,four,70,"6295",2002/09/02,2011/08/09,2015/01/08
AO617CS,"Gelsa","Caputo",67,Toyota,four,56,"7788",2012/09/14,2015/09/06,2016/02/08
DK715RB,"Rosanno","Testa",44,Nissan,four,69,"5499",2006/07/27,2007/02/23,2010/01/13
AY237AL,"Rosanno","Testa",44,Nissan,four,69,"6849",2009/11/15,2012/12/31,2014/08/01
DV873HP,"Ginevro","Gargiulo",40,Toyota,four,70,"7198",1991/01/15,1998/04/05,2015/08/23
BC772IE,"Ginevro","Gargiulo",40,Volkswagen,four,90,"9980",2007/01/04,2008/01/13,2010/12/10
DH107CQ,"Ernano","Galli",78,Nissan,six,160,"17199",2002/11/28,2009/08/07,2013/05/07
CJ585XH,"Ernano","Galli",78,Mazda,two,101,"10945",1992/05/18,2011/04/09,2013/04/03
EU073KU,"Alemanno","Ferro",50,Peugot,four,95,"16695",2005/11/08,2013/09/05,2015/09/03
CC831VM,"Alemanno","Ferro",50,Audi,five,110,"18920",2001/04/09,2012/12/09,2015/11/09
EO377IA,"Rismo","Pellegrino",56,Toyota,four,70,"8238",2011/06/11,2012/07/01,2015/12/01
BU143CR,"Rismo","Pellegrino",56,Toyota,four,116,"17669",1989/04/14,2008/08/09,2011/02/01
BA065XU,"Israella","Ferro",64,Mazda,two,135,"15645",1997/04/07,2008/07/03,2012/04/30
BU001GK,"Israella","Ferro",64,Honda,four,76,"7129",2008/07/09,2015/07/19,2015/07/30
BE061KJ,"Fogliana","Messina",53,Peugot,four,142,"18150",2000/05/25,2010/06/22,2015/09/06
CO578XO,"Fogliana","Messina",53,Volkswagen,four,68,"9495",1991/12/20,1994/03/03,2003/06/19
AE763VW,"Eusebia","Costa",41,Toyota,four,62,"8778",1992/04/04,2016/02/09,2016/02/29
DI330WU,"Eusebia","Costa",41,Mitsubishi,four,145,"14489",2002/02/16,2008/08/22,2016/04/12
DL804PR,"Giocondo","Ferro",26,Volvo,four,114,"13415",1995/12/09,2007/12/30,2010/08/30
CZ641AT,"Giocondo","Ferro",26,Dodge,four,68,"7609",2009/03/17,2011/12/02,2012/08/15
CG543ID,"Ignazia","Battaglia",45,Dodge,four,68,"5572",1993/11/12,1996/09/27,1997/04/28
AE802BC,"Ignazia","Battaglia",45,Toyota,four,116,"11549",1992/04/19,2015/10/14,2015/12/20
EX782ZC,"Letterio","Monaco",27,Mazda,four,72,"18344",1994/09/21,2003/11/24,2004/09/18
BE461LD,"Letterio","Monaco",27,Volkswagen,four,68,"9495",2012/03/22,2014/10/06,2015/01/30
AO430ZK,"Felide","Greco",34,Bmw,four,101,"16430",1989/02/22,1996/12/18,2008/11/04
DS282LF,"Felide","Greco",34,Toyota,four,92,"9988",1990/04/20,1995/01/06,2002/10/01
CN858GU,"Cleta","Ricci",68,Subaru,four,73,"7603",1989/06/05,1993/06/22,2015/04/14
DG250HX,"Cleta","Ricci",68,Subaru,four,82,"7775",1997/04/01,2015/04/27,2015/12/20
AJ834JL,"Gigi","Morelli",78,Mazda,two,101,"13645",1998/06/10,2010/05/08,2013/07/20
CQ634WA,"Gigi","Morelli",78,Volkswagen,five,110,"13295",2002/06/30,2012/09/30,2014/05/15
AW813CF,"Provvidenza","Palumbo",60,Nissan,four,69,"5499",1995/09/19,2006/06/16,2007/04/02
EJ536XH,"Provvidenza","Palumbo",60,Dodge,four,68,"7609",1997/03/22,1997/06/12,2015/03/17
CL205FM,"Olmo","Costantini",38,Subaru,four,111,"11694",1990/02/12,2013/02/08,2015/06/13
DK086NL,"Olmo","Costantini",38,Audi,five,140,"23875",2013/04/05,2014/09/05,2015/03/07
EO758CZ,"Nabucco","Ruggeri",51,Nissan,six,152,"13499",2011/03/21,2015/12/25,2016/03/23
CI387KN,"Nabucco","Ruggeri",51,Mazda,four,84,"8495",1990/10/20,1993/06/20,2014/11/11
CO173RC,"Pomponio","Franco",57,Dodge,four,88,"8921",2000/12/15,2013/04/07,2013/09/08
BK583GK,"Pomponio","Franco",57,Peugot,four,95,"15580",1993/12/25,1998/09/08,2004/09/30
CT474AD,"Pomponio","Franco",57,Peugot,four,95,"17950",2003/06/21,2011/07/17,2015/06/04
AA002OJ,"Tersilio","Pellegrino",83,Mercedes-benz,five,123,"31600",1993/03/17,2001/09/02,2007/08/01
CY487DF,"Tersilio","Pellegrino",83,Saab,four,110,"15040",2013/04/22,2015/05/26,2015/09/01
CA726YP,"Tersilio","Pellegrino",83,Nissan,six,200,"19699",2000/11/09,2015/07/12,2016/03/01
EX403PR,"Sisinnia","Rizzo",76,Nissan,four,69,"6849",2003/05/04,2011/12/23,2014/06/28
DG880DB,"Sisinnia","Rizzo",76,Honda,four,76,"6529",1992/05/11,2001/11/13,2004/10/04
CP274VC,"Sisinnia","Rizzo",76,Jaguar,twelve,262,"36000",1990/11/20,2008/04/04,2015/09/26
AC542KD,"Aldemiro","De Santis",53,Subaru,four,82,"7775",1989/08/16,2011/10/05,2011/10/28
ES575VD,"Aldemiro","De Santis",53,Dodge,four,68,"6377",2004/02/15,2004/04/29,2008/03/16
BP607TI,"Aldemiro","De Santis",53,Isuzu,four,70,"16500",2010/04/05,2011/05/05,2013/08/09
CV233EO,"Ottimio","Cirillo",36,Nissan,four,55,"7099",2009/09/28,2010/03/24,2010/05/18
ES130SE,"Ottimio","Cirillo",36,Toyota,four,116,"11549",2006/09/25,2008/01/15,2014/03/05
AY260CU,"Ottimio","Cirillo",36,Mitsubishi,four,116,"9279",2007/06/14,2015/02/21,2015/09/30
ET268FC,"Anno","Villa",67,Volvo,four,162,"18950",2005/01/23,2006/02/20,2015/06/10
EK434BF,"Anno","Villa",67,Subaru,four,82,"7775",2008/10/20,2013/11/02,2015/08/23
DK281LD,"Anno","Villa",67,Honda,four,76,"6529",2011/07/15,2012/02/03,2015/05/28
BH010RI,"Livenza","Esposito",34,Volkswagen,four,68,"9495",2000/04/17,2015/12/28,2016/03/30
AV023UY,"Livenza","Esposito",34,Honda,four,60,"5399",1998/09/17,2000/08/09,2001/09/13
BT415QX,"Livenza","Esposito",34,Porsche,eight,288,"16500",2010/04/18,2010/06/23,2011/07/16
DD603CT,"Lide","De Angelis",19,Honda,four,76,"7129",2000/09/30,2002/09/23,2002/10/31
EE145WE,"Lide","De Angelis",19,Toyota,four,92,"9988",2013/04/04,2013/10/05,2014/12/29
CS667AF,"Lide","De Angelis",19,Volvo,four,114,"16515",2006/03/24,2008/04/09,2010/07/01
CD812XU,"Bacchisio","Monti",29,Dodge,four,68,"6229",2011/11/05,2012/12/26,2014/07/24
EL481SK,"Bacchisio","Monti",29,Mazda,four,68,"6695",1994/01/21,2003/12/08,2010/08/20
EA002UT,"Bacchisio","Monti",29,Porsche,four,143,"22018",1998/02/17,2003/01/19,2015/08/06
DU404EY,"Ondedo","Bruno",40,Volvo,four,114,"12940",1992/08/03,2014/11/25,2015/09/13
AV735LQ,"Ondedo","Bruno",40,Mazda,two,101,"13645",1999/03/03,2008/01/24,2013/07/20
DH711EV,"Ondedo","Bruno",40,Honda,four,86,"7895",1993/05/24,2012/02/08,2012/10/27
EX211JR,"Poliuto","Piazza",62,Nissan,four,69,"6849",2008/01/16,2014/01/26,2015/04/20
DZ532BG,"Poliuto","Piazza",62,Toyota,four,73,"10698",1992/02/17,2006/12/19,2015/08/31
AZ765LV,"Poliuto","Piazza",62,Mazda,four,84,"10595",2012/03/02,2013/10/07,2015/07/24
BP210IS,"Masaniello","Basile",48,Toyota,four,70,"8058",2005/03/14,2007/02/27,2008/03/14
EG334RZ,"Masaniello","Basile",48,Peugot,four,95,"17075",1994/06/23,1995/06/04,2004/04/09
CX555SN,"Masaniello","Basile",48,Audi,five,110,"17710",1997/07/16,2001/05/12,2014/06/30
BC158AN,"Elmino","De Luca",55,Subaru,four,94,"9960",2009/07/05,2011/10/01,2011/12/05
CY482RS,"Elmino","De Luca",55,Volvo,six,134,"21485",2005/08/12,2013/11/22,2015/06/09
DG573PQ,"Elmino","De Luca",55,Plymouth,four,68,"5572",1992/03/30,2009/03/12,2009/10/29
BC540AU,"Lodovino","Fabbri",64,Mazda,four,68,"6795",2010/09/07,2016/01/23,2016/03/04
BU185JE,"Lodovino","Fabbri",64,Saab,four,110,"12170",2002/05/16,2013/08/14,2016/01/04
ET687PI,"Lodovino","Fabbri",64,Subaru,four,82,"7126",1997/05/13,2004/05/12,2011/04/28
CR430BJ,"Ulisse","Pace",54,Dodge,four,145,"12964",2011/10/18,2015/12/02,2016/02/05
EX214UW,"Ulisse","Pace",54,Mitsubishi,four,145,"14489",2006/04/02,2011/02/14,2011/03/25
ER280BP,"Ulisse","Pace",54,Bmw,four,101,"16925",1997/02/01,2006/03/21,2006/12/10
AJ718CO,"Oscardo","Bianchi",72,Plymouth,four,68,"7609",2000/11/10,2005/11/16,2008/11/01
ES688WD,"Oscardo","Bianchi",72,Dodge,four,68,"5572",2013/05/09,2014/03/28,2015/11/24
EF717SN,"Oscardo","Bianchi",72,Plymouth,four,102,"7957",1989/11/26,1997/05/10,2005/01/18
EU025RC,"Artimina","Palumbo",29,Peugot,four,95,"13860",2011/01/04,2011/03/27,2013/03/20
AF051IX,"Artimina","Palumbo",29,Mitsubishi,four,88,"8189",2007/08/23,2008/10/04,2011/09/23
DY348ET,"Artimina","Palumbo",29,Mitsubishi,four,68,"5389",2004/09/02,2013/04/12,2015/04/01
AX872SY,"Oves","Lorusso",77,Mitsubishi,four,68,"6669",2008/12/26,2015/12/14,2016/02/12
CM357VQ,"Oves","Lorusso",77,Toyota,four,116,"8449",2005/06/27,2013/06/21,2015/09/18
ES423QS,"Oves","Lorusso",77,Honda,four,86,"7895",2008/06/22,2011/01/13,2013/07/24
EB076PH,"Annaluisa","Cattaneo",82,Dodge,four,68,"6692",2004/02/21,2015/02/06,2015/02/13
BH711OG,"Annaluisa","Cattaneo",82,Mercedes-benz,eight,155,"34184",2013/03/22,2014/04/10,2016/01/01
CR787WY,"Annaluisa","Cattaneo",82,Subaru,four,94,"9960",1992/08/06,2012/10/30,2015/11/12
DR174EG,"Averio","Amato",23,Nissan,six,152,"13499",2009/10/25,2015/01/12,2015/03/09
EV572DN,"Averio","Amato",23,Subaru,four,82,"7775",1991/02/17,2006/02/25,2013/01/20
CW766EX,"Averio","Amato",23,Toyota,four,116,"17669",2004/01/26,2005/02/20,2015/02/28
EA282UU,"Anselmino","Ferrante",57,Volkswagen,four,85,"8495",1994/03/22,2005/07/14,2012/04/30
AI173LH,"Anselmino","Ferrante",57,Mazda,two,101,"10945",2011/05/25,2013/12/01,2015/09/13
CW114FM,"Anselmino","Ferrante",57,Dodge,four,145,"12964",2000/04/20,2003/04/09,2008/10/01
BP334TX,"Annaflavia","Galli",25,Mazda,two,101,"13645",2007/04/11,2015/03/21,2015/07/02
BG321AO,"Annaflavia","Galli",25,Toyota,four,73,"10698",1996/02/12,2008/09/16,2008/10/01
CS422TS,"Annaflavia","Galli",25,Nissan,six,200,"19699",2011/07/05,2016/03/15,2016/03/22
DO237RO,"Pietrino","Longo",75,Nissan,four,97,"9549",2009/03/11,2015/08/13,2016/01/28
CE311DI,"Pietrino","Longo",75,Toyota,four,116,"11199",2011/04/09,2012/09/04,2015/04/25
BJ401WD,"Pietrino","Longo",75,Plymouth,four,102,"7957",2007/11/02,2013/03/28,2015/10/30
DB327TF,"Sibillo","Leone",75,Renault,four,68,"9295",1994/11/30,2005/08/17,2014/04/01
AC480XL,"Sibillo","Leone",75,Dodge,four,68,"6692",2010/07/02,2011/07/07,2015/08/30
BP737DY,"Sibillo","Leone",75,Bmw,six,182,"41315",1993/03/07,2007/02/11,2007/03/16
CC603TO,"Vilio","De Luca",29,Toyota,four,70,"8358",2012/06/11,2015/12/31,2016/03/21
CR244UB,"Vilio","De Luca",29,Isuzu,four,90,"11048",1993/05/10,2014/11/24,2015/02/26
AG872GE,"Vilio","De Luca",29,Jaguar,six,176,"35550",2011/11/18,2014/03/11,2014/04/12
CC374LZ,"Gabriello","Palumbo",72,Mazda,four,84,"8845",1995/04/17,2001/01/17,2005/03/08
DN555PB,"Gabriello","Palumbo",72,Toyota,four,92,"9988",1996/07/13,2013/01/21,2014/03/23
AQ727UM,"Gabriello","Palumbo",72,Saab,four,110,"12170",1999/10/10,2009/04/01,2010/05/27
BN782YJ,"Fiorangela","Milani",58,Honda,four,76,"7295",1998/09/24,2003/07/08,2012/01/15
CY053VA,"Fiorangela","Milani",58,Jaguar,six,176,"32250",1992/07/13,2011/01/19,2013/05/06
EP652XS,"Fiorangela","Milani",58,Nissan,four,55,"7099",2007/02/28,2008/02/13,2012/12/11
DQ575IZ,"Bertoldo","Pace",52,Subaru,four,111,"11259",1992/02/06,1998/04/30,2014/02/22
CJ105RU,"Bertoldo","Pace",52,Toyota,four,116,"8449",1989/01/12,1996/11/11,2007/05/11
DF775PP,"Bertoldo","Pace",52,Toyota,four,92,"11248",1999/01/28,2009/03/30,2015/05/20
CC382DY,"Tacito","Ricciardi",50,Toyota,four,70,"7198",2002/11/06,2006/08/10,2013/06/09
BP837DT,"Tacito","Ricciardi",50,Mitsubishi,four,116,"9959",2001/11/26,2010/08/19,2015/09/15
CP442GZ,"Tacito","Ricciardi",50,Volkswagen,four,85,"8495",1993/04/03,2015/08/15,2016/03/01
AX076NZ,"Odovina","Sorrentino",64,Audi,four,102,"13950",1994/04/23,1995/04/16,2001/03/10
CN261JL,"Odovina","Sorrentino",64,Peugot,four,95,"16900",1997/05/18,1999/08/20,2012/08/21
AC854IG,"Odovina","Sorrentino",64,Toyota,four,62,"8778",1996/08/02,2005/01/09,2013/09/24
CK270YX,"Olvrado","Fontana",51,Volvo,four,114,"22625",1995/07/01,2000/08/04,2002/12/08
BK156YJ,"Olvrado","Fontana",51,Mercury,four,175,"16503",2007/05/11,2015/08/15,2016/01/04
BO431AS,"Olvrado","Fontana",51,Mitsubishi,four,68,"5389",1994/10/01,1997/05/15,2004/05/29
AQ240SK,"Agata","Monti",41,Toyota,four,116,"9989",2007/05/03,2011/08/13,2014/01/12
DY262QT,"Agata","Monti",41,Mercedes-benz,five,123,"25552",2004/10/30,2013/01/28,2014/11/24
EL246KM,"Agata","Monti",41,Bmw,six,121,"20970",1991/07/09,2014/10/02,2015/05/28
CA240KR,"Mimo","Carbone",46,Mazda,four,68,"7395",2000/05/20,2008/01/20,2009/05/25
CA173FK,"Mimo","Carbone",46,Chevrolet,three,48,"5151",1990/06/04,1998/09/10,2007/12/20
AJ581RK,"Mimo","Carbone",46,Mitsubishi,four,68,"5389",1998/07/16,2004/02/12,2014/11/02
BK801KR,"Ada","Marra",33,Mazda,four,84,"10595",1996/12/28,2008/05/01,2014/08/17
CO384CE,"Ada","Marra",33,Toyota,four,70,"8238",1996/02/16,1996/08/28,2015/01/06
AY277TF,"Ada","Marra",33,Plymouth,four,68,"6229",2007/11/08,2015/10/15,2016/02/15
AZ086ZJ,"Gelinda","Villani",56,Mazda,four,84,"8495",2000/10/05,2005/02/01,2007/04/17
CZ154TI,"Gelinda","Villani",56,Mitsubishi,four,68,"6189",2010/09/12,2010/11/18,2014/11/13
DC582IE,"Gelinda","Villani",56,Subaru,four,94,"9960",2010/02/19,2011/04/20,2013/01/26
CK688JQ,"Roso","Cavallo",69,Toyota,four,92,"10898",2001/03/22,2016/03/14,2016/03/19
BP268ZP,"Roso","Cavallo",69,Mazda,two,101,"11845",1996/11/22,1999/12/10,2012/04/30
AO411MB,"Roso","Cavallo",69,Volvo,four,162,"18420",1990/04/17,2001/06/01,2005/09/26
AV817LO,"Fenicio","De Luca",53,Volkswagen,four,52,"7995",1990/07/17,2003/01/03,2006/05/14
DF327YP,"Fenicio","De Luca",53,Toyota,four,70,"6938",2003/01/13,2015/05/31,2016/01/05
DB042PI,"Fenicio","De Luca",53,Saab,four,110,"15040",1990/09/05,1994/03/04,2011/11/03
DI306IG,"Frangiotto","Santoro",46,Mazda,four,68,"6695",2002/05/30,2013/07/11,2015/12/05
CS757PW,"Frangiotto","Santoro",46,Jaguar,six,176,"32250",2005/11/29,2012/08/27,2013/07/24
AN541HC,"Frangiotto","Santoro",46,Mercedes-benz,five,123,"28176",1992/08/18,2016/02/01,2016/03/27
DB773KQ,"Fatma","Piccolo",19,Dodge,four,68,"5572",2005/03/31,2014/04/11,2014/06/29
BD632ZD,"Fatma","Piccolo",19,Subaru,four,69,"5118",2005/08/28,2009/01/23,2010/06/24
CY555BN,"Fatma","Piccolo",19,Toyota,four,62,"7898",2009/07/07,2011/07/20,2013/03/12
CY313FR,"Udilio","Fiore",54,Saab,four,110,"11850",2000/08/16,2004/04/09,2009/01/14
DM486TL,"Udilio","Fiore",54,Mercedes-benz,eight,184,"40960",2004/01/28,2010/08/27,2015/09/05
EX866VK,"Udilio","Fiore",54,Isuzu,four,70,"16500",2008/06/18,2013/03/31,2014/01/19
AU220DU,"Irlanda","Mariani",44,Peugot,four,97,"12440",1992/11/26,2015/01/04,2015/01/18
BK758LG,"Irlanda","Mariani",44,Toyota,four,56,"7788",1990/03/20,2012/04/17,2014/11/17
DJ507FK,"Irlanda","Mariani",44,Porsche,six,207,"34028",1996/06/02,2005/12/07,2007/10/28
AB076EC,"Nirvana","Bruno",75,Plymouth,four,68,"6229",2011/08/16,2011/12/16,2016/01/22
CZ066EM,"Nirvana","Bruno",75,Chevrolet,three,48,"5151",2003/07/23,2005/04/21,2008/12/11
DW857RB,"Nirvana","Bruno",75,Plymouth,four,68,"7609",2009/02/26,2013/09/17,2015/09/02
BG827NN,"Tatiano","Grimaldi",46,Subaru,four,82,"7463",2010/11/18,2015/02/19,2015/07/06
EE268UI,"Tatiano","Grimaldi",46,Mazda,four,84,"10245",2012/12/21,2014/07/25,2015/07/24
EC081SX,"Tatiano","Grimaldi",46,Mitsubishi,four,116,"9279",2002/06/26,2014/10/01,2015/07/22
ED836NH,"Cristoforo","Basile",26,Toyota,four,116,"11199",2005/10/06,2009/09/10,2010/04/11
CP887DS,"Cristoforo","Basile",26,Honda,four,86,"9095",2005/01/12,2014/05/23,2016/03/19
BE451DT,"Cristoforo","Basile",26,Mazda,four,84,"11245",2005/10/14,2015/12/13,2016/02/15
BQ667QF,"Vera","Silvestri",35,Audi,five,110,"18920",2008/06/20,2015/12/26,2016/02/04
AO138IP,"Vera","Silvestri",35,Honda,four,100,"10345",1998/06/11,2000/06/05,2008/06/27
BZ580BV,"Vera","Silvestri",35,Nissan,six,160,"17199",2006/10/27,2007/11/04,2015/12/11
AA420SW,"Corallo","Caputo",38,Alfa-romero,four,111,"16500",2002/04/11,2008/10/27,2010/03/21
DE288NG,"Corallo","Caputo",38,Jaguar,six,176,"35550",2009/12/11,2011/04/20,2013/06/18
DO328BN,"Corallo","Caputo",38,Jaguar,six,176,"32250",2007/03/25,2009/06/09,2012/07/25
DY725QQ,"Ezelino","Ferro",67,Isuzu,four,70,"16500",1996/10/18,2006/10/08,2012/07/01
DL430ZJ,"Ezelino","Ferro",67,Renault,four,68,"9895",1993/06/04,2003/01/27,2009/01/14
AL673EV,"Ezelino","Ferro",67,Peugot,four,95,"16900",1998/08/26,2003/12/11,2009/06/06
BO087IU,"Davina","De Santis",50,Honda,four,76,"7295",2002/07/03,2014/11/22,2015/07/21
AE371FL,"Davina","De Santis",50,Toyota,four,112,"9538",2011/07/25,2016/01/09,2016/02/12
BA826RS,"Davina","De Santis",50,Plymouth,four,145,"12764",1995/10/24,1998/06/15,2007/10/17
DM554PO,"Oto","Caputo",37,Plymouth,four,68,"5572",2013/06/18,2014/05/05,2015/08/30
DW367RX,"Oto","Caputo",37,Volkswagen,five,110,"13295",2009/11/02,2013/06/26,2013/09/13
CO875ZS,"Oto","Caputo",37,Toyota,four,56,"7788",1991/08/06,2000/04/10,2009/11/20
BP568PF,"Leopardi","Rossetti",41,Plymouth,four,68,"5572",2012/01/06,2015/01/07,2015/10/16
BE456BI,"Leopardi","Rossetti",41,Mercedes-benz,eight,184,"40960",1992/08/22,2009/09/01,2015/04/02
DN772ML,"Leopardi","Rossetti",41,Toyota,six,161,"16558",2000/11/24,2002/02/23,2007/05/17
